case_category,repo,instance_id,condition,replication_index,clean_success,degraded_success,clean_success_degraded_failure,baseline_hard,clean_fail_to_pass_failed_count,degraded_fail_to_pass_failed_count,fail_to_pass_failed_count_delta,clean_pass_to_pass_failed_count,degraded_pass_to_pass_failed_count,pass_to_pass_failed_count_delta,total_tokens_corrected_delta,changed_file_count_delta,files_opened_before_first_edit_delta,exploration_efficiency_delta,clean_changed_files,degraded_changed_files,annotation_nodes,comparison_file,comparison_path,interpretation
clean_already_failed,pylint-dev/pylint,pylint-dev__pylint-4970,comments_docstrings,2,False,False,False,True,1,1,0,0,0,0,442146,-1,2,-0.1143,pylint/checkers/similar.py|tests/checkers/unittest_similar.py|tests/test_self.py,pylint/checkers/similar.py|tests/checkers/unittest_similar.py,118.0,pylint-dev_pylint-4970_comments_docstrings_rep_2_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/pylint-dev_pylint-4970_comments_docstrings_rep_2_oracle_comparison.json,Clean already missed target; do not attribute degraded target failure to the degradation.
clean_already_failed,pylint-dev/pylint,pylint-dev__pylint-4970,remove_tests,3,False,False,False,True,1,1,0,0,0,0,-457104,1,-1,-0.1666999999999999,pylint/checkers/similar.py|tests/test_self.py,pylint/checkers/similar.py|tests/checkers/unittest_similar.py|tests/test_self.py,118.0,pylint-dev_pylint-4970_remove_tests_rep_3_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/pylint-dev_pylint-4970_remove_tests_rep_3_oracle_comparison.json,Clean already missed target; do not attribute degraded target failure to the degradation.
clean_already_failed,pylint-dev/pylint,pylint-dev__pylint-4604,naming,0,False,False,False,True,21,21,0,0,0,0,316627,1,1,-0.0499999999999999,pylint/checkers/variables.py|tests/functional/u/unused/unused_typing_imports.py,pylint/checkers/variables.py|tests/checkers/unittest_variables.py|tests/functional/u/unused/unused_typing_imports.py,3.0,pylint-dev_pylint-4604_naming_rep_0_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/pylint-dev_pylint-4604_naming_rep_0_oracle_comparison.json,Clean already missed target; do not attribute degraded target failure to the degradation.
clean_already_failed,pylint-dev/pylint,pylint-dev__pylint-4604,type_hints,1,False,False,False,True,21,21,0,0,0,0,-543644,0,-2,-0.0667,pylint/checkers/variables.py|tests/functional/u/unused/unused_typing_imports.py,pylint/checkers/variables.py|tests/functional/u/unused/unused_typing_imports.py,3.0,pylint-dev_pylint-4604_type_hints_rep_1_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/pylint-dev_pylint-4604_type_hints_rep_1_oracle_comparison.json,Clean already missed target; do not attribute degraded target failure to the degradation.
clean_already_failed,pylint-dev/pylint,pylint-dev__pylint-4604,comments_docstrings,2,False,False,False,True,21,21,0,0,0,0,33543,2,1,-0.1667,pylint/checkers/variables.py|tests/functional/u/unused/unused_typing_imports.py,pylint/checkers/variables.py|pylint/constants.py|tests/checkers/unittest_variables.py|tests/functional/u/unused/unused_typing_imports.py,3.0,pylint-dev_pylint-4604_comments_docstrings_rep_2_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/pylint-dev_pylint-4604_comments_docstrings_rep_2_oracle_comparison.json,Clean already missed target; do not attribute degraded target failure to the degradation.
clean_already_failed,pylint-dev/pylint,pylint-dev__pylint-4604,remove_tests,3,False,False,False,True,21,21,0,0,0,0,44855,1,-1,0.0832999999999999,pylint/checkers/variables.py|tests/functional/u/unused/unused_typing_imports.py,pylint/checkers/variables.py|tests/checkers/unittest_variables.py|tests/functional/u/unused/unused_typing_imports.py,3.0,pylint-dev_pylint-4604_remove_tests_rep_3_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/pylint-dev_pylint-4604_remove_tests_rep_3_oracle_comparison.json,Clean already missed target; do not attribute degraded target failure to the degradation.
clean_already_failed,astropy/astropy,astropy__astropy-14365,naming,0,False,False,False,True,1,1,0,0,0,0,-242065,0,0,0.0,astropy/io/ascii/qdp.py|astropy/io/ascii/tests/test_qdp.py,astropy/io/ascii/qdp.py|astropy/io/ascii/tests/test_qdp.py,0.0,astropy_astropy-14365_naming_rep_0_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/astropy_astropy-14365_naming_rep_0_oracle_comparison.json,Clean already missed target; do not attribute degraded target failure to the degradation.
clean_already_failed,astropy/astropy,astropy__astropy-14365,type_hints,1,False,False,False,True,1,1,0,0,0,0,223237,0,0,0.0,astropy/io/ascii/qdp.py|astropy/io/ascii/tests/test_qdp.py,astropy/io/ascii/qdp.py|astropy/io/ascii/tests/test_qdp.py,0.0,astropy_astropy-14365_type_hints_rep_1_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/astropy_astropy-14365_type_hints_rep_1_oracle_comparison.json,Clean already missed target; do not attribute degraded target failure to the degradation.
clean_already_failed,astropy/astropy,astropy__astropy-14365,comments_docstrings,2,False,False,False,True,1,1,0,0,8,8,126758,0,0,0.0,astropy/io/ascii/qdp.py|astropy/io/ascii/tests/test_qdp.py,astropy/io/ascii/qdp.py|astropy/io/ascii/tests/test_qdp.py,0.0,astropy_astropy-14365_comments_docstrings_rep_2_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/astropy_astropy-14365_comments_docstrings_rep_2_oracle_comparison.json,"Clean already missed the target, so target failure is not new; extra regression-test failures still count as damage."
clean_already_failed,astropy/astropy,astropy__astropy-14365,remove_tests,3,False,False,False,True,1,1,0,0,0,0,87521,-1,1,-0.6667000000000001,astropy/io/ascii/qdp.py|astropy/io/ascii/tests/test_qdp.py,astropy/io/ascii/qdp.py,0.0,astropy_astropy-14365_remove_tests_rep_3_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/astropy_astropy-14365_remove_tests_rep_3_oracle_comparison.json,Clean already missed target; do not attribute degraded target failure to the degradation.
type_hints_zero_or_low_annotation_surface,pytest-dev/pytest,pytest-dev__pytest-7432,type_hints,5,True,True,False,False,0,0,0,0,0,0,-41347,0,-1,0.3333,src/_pytest/skipping.py|testing/test_skipping.py,src/_pytest/skipping.py|testing/test_skipping.py,,rep_5_type_hints_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/rep_5_type_hints_oracle_comparison.json,Degraded run was cheaper in corrected cumulative tokens despite the degradation.
type_hints_zero_or_low_annotation_surface,sympy/sympy,sympy__sympy-11618,type_hints,1,True,True,False,False,0,0,0,0,0,0,-167411,0,0,0.0,sympy/geometry/point.py|sympy/geometry/tests/test_point.py,sympy/geometry/point.py|sympy/geometry/tests/test_point.py,0.0,sympy_sympy-11618_type_hints_rep_1_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/sympy_sympy-11618_type_hints_rep_1_oracle_comparison.json,Low-signal type-hints surface; use mainly as matrix-completeness/process evidence.
type_hints_zero_or_low_annotation_surface,sympy/sympy,sympy__sympy-12096,type_hints,1,True,True,False,False,0,0,0,0,0,0,-309104,0,3,-0.3,sympy/core/function.py|sympy/core/tests/test_evalf.py,sympy/core/function.py|sympy/core/tests/test_evalf.py,0.0,sympy_sympy-12096_type_hints_rep_1_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/sympy_sympy-12096_type_hints_rep_1_oracle_comparison.json,Low-signal type-hints surface; use mainly as matrix-completeness/process evidence.
type_hints_zero_or_low_annotation_surface,sympy/sympy,sympy__sympy-12419,type_hints,1,True,True,False,False,0,0,0,0,0,0,124949,0,0,0.0,sympy/concrete/summations.py|sympy/concrete/tests/test_sums_products.py|sympy/matrices/expressions/matexpr.py|sympy/matrices/expressions/tests/test_matexpr.py,sympy/concrete/summations.py|sympy/concrete/tests/test_sums_products.py|sympy/matrices/expressions/matexpr.py|sympy/matrices/expressions/tests/test_matexpr.py,0.0,sympy_sympy-12419_type_hints_rep_1_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/sympy_sympy-12419_type_hints_rep_1_oracle_comparison.json,Low-signal type-hints surface; use mainly as matrix-completeness/process evidence.
type_hints_zero_or_low_annotation_surface,django/django,django__django-16502,type_hints,1,False,False,False,True,1,1,0,0,0,0,-70911,4,1,-0.0999999999999999,django/core/servers/basehttp.py|django/middleware/http.py|tests/middleware/tests.py|tests/servers/test_basehttp.py,django/core/servers/basehttp.py|django/middleware/http.py|docs/_theme/djangodocs-epub/static/docicons-behindscenes.png|docs/_theme/djangodocs-epub/static/docicons-note.png|docs/_theme/djangodocs-epub/static/docicons-philosophy.png|docs/_theme/djangodocs-epub/static/docicons-warning.png|tests/middleware/tests.py|tests/servers/test_basehttp.py,0.0,django_django-16502_type_hints_rep_1_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/django_django-16502_type_hints_rep_1_oracle_comparison.json,Clean already missed target; do not attribute degraded target failure to the degradation.
type_hints_zero_or_low_annotation_surface,django/django,django__django-16527,type_hints,1,True,True,False,False,0,0,0,0,0,0,-269709,4,-2,0.1667,django/contrib/admin/templatetags/admin_modify.py|tests/admin_views/tests.py,django/contrib/admin/templatetags/admin_modify.py|docs/_theme/djangodocs-epub/static/docicons-behindscenes.png|docs/_theme/djangodocs-epub/static/docicons-note.png|docs/_theme/djangodocs-epub/static/docicons-philosophy.png|docs/_theme/djangodocs-epub/static/docicons-warning.png|tests/admin_views/test_templatetags.py,0.0,django_django-16527_type_hints_rep_1_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/django_django-16527_type_hints_rep_1_oracle_comparison.json,Low-signal type-hints surface; use mainly as matrix-completeness/process evidence.
type_hints_zero_or_low_annotation_surface,django/django,django__django-16631,type_hints,1,True,True,False,False,0,0,0,0,0,0,271561,4,1,-0.0535999999999999,django/contrib/auth/__init__.py|django/contrib/auth/base_user.py|tests/auth_tests/test_basic.py,django/contrib/auth/__init__.py|django/contrib/auth/base_user.py|docs/_theme/djangodocs-epub/static/docicons-behindscenes.png|docs/_theme/djangodocs-epub/static/docicons-note.png|docs/_theme/djangodocs-epub/static/docicons-philosophy.png|docs/_theme/djangodocs-epub/static/docicons-warning.png|tests/auth_tests/test_basic.py,0.0,django_django-16631_type_hints_rep_1_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/django_django-16631_type_hints_rep_1_oracle_comparison.json,Low-signal type-hints surface; use mainly as matrix-completeness/process evidence.
type_hints_zero_or_low_annotation_surface,psf/requests,psf__requests-1142,type_hints,1,False,False,False,True,1,1,0,0,0,0,-10214,0,0,0.0,requests/models.py|test_requests.py,requests/models.py|test_requests.py,0.0,psf_requests-1142_type_hints_rep_1_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/psf_requests-1142_type_hints_rep_1_oracle_comparison.json,Clean already missed target; do not attribute degraded target failure to the degradation.
type_hints_zero_or_low_annotation_surface,psf/requests,psf__requests-1724,type_hints,1,True,True,False,False,0,0,0,0,0,0,19224,0,1,-0.0499999999999999,requests/models.py|test_requests.py,requests/models.py|test_requests.py,0.0,psf_requests-1724_type_hints_rep_1_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/psf_requests-1724_type_hints_rep_1_oracle_comparison.json,Low-signal type-hints surface; use mainly as matrix-completeness/process evidence.
type_hints_zero_or_low_annotation_surface,psf/requests,psf__requests-1921,type_hints,1,False,True,False,True,1,0,-1,0,0,0,-32786,0,-1,0.5,requests/sessions.py|test_requests.py,requests/sessions.py|test_requests.py,0.0,psf_requests-1921_type_hints_rep_1_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/psf_requests-1921_type_hints_rep_1_oracle_comparison.json,Clean already missed target; do not attribute degraded target failure to the degradation.
type_hints_zero_or_low_annotation_surface,matplotlib/matplotlib,matplotlib__matplotlib-20676,type_hints,1,False,False,False,True,2,2,0,0,0,0,-146668,8,0,0.0,lib/matplotlib/tests/test_widgets.py|lib/matplotlib/widgets.py,lib/matplotlib/mpl-data/images/back-symbolic.svg|lib/matplotlib/mpl-data/images/filesave-symbolic.svg|lib/matplotlib/mpl-data/images/forward-symbolic.svg|lib/matplotlib/mpl-data/images/help-symbolic.svg|lib/matplotlib/mpl-data/images/home-symbolic.svg|lib/matplotlib/mpl-data/images/move-symbolic.svg|lib/matplotlib/mpl-data/images/subplots-symbolic.svg|lib/matplotlib/mpl-data/images/zoom_to_rect-symbolic.svg|lib/matplotlib/tests/test_widgets.py|lib/matplotlib/widgets.py,0.0,matplotlib_matplotlib-20676_type_hints_rep_1_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/matplotlib_matplotlib-20676_type_hints_rep_1_oracle_comparison.json,Clean already missed target; do not attribute degraded target failure to the degradation.
type_hints_zero_or_low_annotation_surface,matplotlib/matplotlib,matplotlib__matplotlib-23412,type_hints,1,True,True,False,False,0,0,0,0,0,0,-6648,8,-1,0.0475999999999999,lib/matplotlib/patches.py|lib/matplotlib/tests/test_patches.py,lib/matplotlib/mpl-data/images/back-symbolic.svg|lib/matplotlib/mpl-data/images/filesave-symbolic.svg|lib/matplotlib/mpl-data/images/forward-symbolic.svg|lib/matplotlib/mpl-data/images/help-symbolic.svg|lib/matplotlib/mpl-data/images/home-symbolic.svg|lib/matplotlib/mpl-data/images/move-symbolic.svg|lib/matplotlib/mpl-data/images/subplots-symbolic.svg|lib/matplotlib/mpl-data/images/zoom_to_rect-symbolic.svg|lib/matplotlib/patches.py|lib/matplotlib/tests/test_patches.py,0.0,matplotlib_matplotlib-23412_type_hints_rep_1_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/matplotlib_matplotlib-23412_type_hints_rep_1_oracle_comparison.json,Low-signal type-hints surface; use mainly as matrix-completeness/process evidence.
type_hints_zero_or_low_annotation_surface,matplotlib/matplotlib,matplotlib__matplotlib-26291,type_hints,1,True,True,False,False,0,0,0,0,0,0,-15770,8,-1,0.3333,lib/mpl_toolkits/axes_grid1/inset_locator.py|lib/mpl_toolkits/axes_grid1/tests/test_axes_grid1.py,lib/matplotlib/mpl-data/images/back-symbolic.svg|lib/matplotlib/mpl-data/images/filesave-symbolic.svg|lib/matplotlib/mpl-data/images/forward-symbolic.svg|lib/matplotlib/mpl-data/images/help-symbolic.svg|lib/matplotlib/mpl-data/images/home-symbolic.svg|lib/matplotlib/mpl-data/images/move-symbolic.svg|lib/matplotlib/mpl-data/images/subplots-symbolic.svg|lib/matplotlib/mpl-data/images/zoom_to_rect-symbolic.svg|lib/mpl_toolkits/axes_grid1/inset_locator.py|lib/mpl_toolkits/axes_grid1/tests/test_axes_grid1.py,0.0,matplotlib_matplotlib-26291_type_hints_rep_1_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/matplotlib_matplotlib-26291_type_hints_rep_1_oracle_comparison.json,Low-signal type-hints surface; use mainly as matrix-completeness/process evidence.
type_hints_zero_or_low_annotation_surface,scikit-learn/scikit-learn,scikit-learn__scikit-learn-25232,type_hints,1,True,True,False,False,0,0,0,0,0,0,-6629,0,1,-0.3333,sklearn/impute/_iterative.py|sklearn/impute/tests/test_impute.py,sklearn/impute/_iterative.py|sklearn/impute/tests/test_impute.py,1.0,scikit-learn_scikit-learn-25232_type_hints_rep_1_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/scikit-learn_scikit-learn-25232_type_hints_rep_1_oracle_comparison.json,Low-signal type-hints surface; use mainly as matrix-completeness/process evidence.
type_hints_zero_or_low_annotation_surface,scikit-learn/scikit-learn,scikit-learn__scikit-learn-25931,type_hints,1,True,True,False,False,0,0,0,0,0,0,-35887,0,2,-0.5,sklearn/ensemble/_iforest.py|sklearn/ensemble/tests/test_iforest.py,sklearn/ensemble/_iforest.py|sklearn/ensemble/tests/test_iforest.py,1.0,scikit-learn_scikit-learn-25931_type_hints_rep_1_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/scikit-learn_scikit-learn-25931_type_hints_rep_1_oracle_comparison.json,Low-signal type-hints surface; use mainly as matrix-completeness/process evidence.
type_hints_zero_or_low_annotation_surface,scikit-learn/scikit-learn,scikit-learn__scikit-learn-25973,type_hints,1,True,True,False,False,0,0,0,0,0,0,-25446,0,1,-0.0475999999999999,sklearn/feature_selection/_sequential.py|sklearn/feature_selection/tests/test_sequential.py,sklearn/feature_selection/_sequential.py|sklearn/feature_selection/tests/test_sequential.py,1.0,scikit-learn_scikit-learn-25973_type_hints_rep_1_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/scikit-learn_scikit-learn-25973_type_hints_rep_1_oracle_comparison.json,Low-signal type-hints surface; use mainly as matrix-completeness/process evidence.
type_hints_zero_or_low_annotation_surface,astropy/astropy,astropy__astropy-14365,type_hints,1,False,False,False,True,1,1,0,0,0,0,223237,0,0,0.0,astropy/io/ascii/qdp.py|astropy/io/ascii/tests/test_qdp.py,astropy/io/ascii/qdp.py|astropy/io/ascii/tests/test_qdp.py,0.0,astropy_astropy-14365_type_hints_rep_1_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/astropy_astropy-14365_type_hints_rep_1_oracle_comparison.json,Clean already missed target; do not attribute degraded target failure to the degradation.
type_hints_zero_or_low_annotation_surface,astropy/astropy,astropy__astropy-14182,type_hints,1,True,True,False,False,0,0,0,0,0,0,276146,0,0,0.0,astropy/io/ascii/rst.py|astropy/io/ascii/tests/test_rst.py,astropy/io/ascii/rst.py|astropy/io/ascii/tests/test_rst.py,0.0,astropy_astropy-14182_type_hints_rep_1_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/astropy_astropy-14182_type_hints_rep_1_oracle_comparison.json,Low-signal type-hints surface; use mainly as matrix-completeness/process evidence.
type_hints_zero_or_low_annotation_surface,astropy/astropy,astropy__astropy-14539,type_hints,1,True,True,False,False,0,0,0,0,0,0,-104272,0,0,0.0,astropy/io/fits/diff.py|astropy/io/fits/tests/test_diff.py,astropy/io/fits/diff.py|astropy/io/fits/tests/test_diff.py,0.0,astropy_astropy-14539_type_hints_rep_1_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/astropy_astropy-14539_type_hints_rep_1_oracle_comparison.json,Low-signal type-hints surface; use mainly as matrix-completeness/process evidence.
remove_tests_patch_target_shift,pallets/flask,pallets__flask-5014,remove_tests,1,True,True,False,False,0,0,0,0,0,0,132011,1,2,-0.75,src/flask/blueprints.py|tests/test_blueprints.py,src/flask/blueprints.py|tests/test_basic.py|tests/test_blueprints.py,,flask_remove_tests_rep_1_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/flask_remove_tests_rep_1_oracle_comparison.json,Remove-tests changed the visible patch/test target; oracle replay is the authoritative score.
remove_tests_patch_target_shift,pallets/flask,pallets__flask-5014,remove_tests,2,True,True,False,False,0,0,0,0,0,0,18215,1,1,-0.3333,src/flask/blueprints.py|tests/test_blueprints.py,src/flask/blueprints.py|tests/test_basic.py|tests/test_blueprints.py,,flask_remove_tests_rep_2_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/flask_remove_tests_rep_2_oracle_comparison.json,Remove-tests changed the visible patch/test target; oracle replay is the authoritative score.
remove_tests_patch_target_shift,pytest-dev/pytest,pytest-dev__pytest-10081,remove_tests,3,True,True,False,False,0,0,0,0,0,0,183162,1,3,-0.8,src/_pytest/unittest.py|testing/test_unittest.py,src/_pytest/unittest.py|testing/test_debugging.py|testing/test_unittest.py,191.0,pytest-dev_pytest-10081_remove_tests_rep_3_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/pytest-dev_pytest-10081_remove_tests_rep_3_oracle_comparison.json,Remove-tests changed the visible patch/test target; oracle replay is the authoritative score.
remove_tests_patch_target_shift,pytest-dev/pytest,pytest-dev__pytest-10356,remove_tests,3,False,False,False,True,1,1,0,0,0,0,29807,1,0,-0.25,src/_pytest/mark/structures.py|testing/test_mark.py,src/_pytest/mark/structures.py|testing/test_collection.py|testing/test_mark.py,230.0,pytest-dev_pytest-10356_remove_tests_rep_3_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/pytest-dev_pytest-10356_remove_tests_rep_3_oracle_comparison.json,Clean already missed target; do not attribute degraded target failure to the degradation.
remove_tests_patch_target_shift,pytest-dev/pytest,pytest-dev__pytest-7432,remove_tests,3,True,True,False,False,0,0,0,0,0,0,-228797,1,-1,0.3333,src/_pytest/skipping.py|testing/test_skipping.py,src/_pytest/skipping.py|testing/test_skipping.py|testing/test_terminal.py,,rep_3_remove_tests_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/rep_3_remove_tests_oracle_comparison.json,Remove-tests changed the visible patch/test target; oracle replay is the authoritative score.
remove_tests_patch_target_shift,pytest-dev/pytest,pytest-dev__pytest-7432,remove_tests,4,True,True,False,False,0,0,0,0,0,0,16062,1,0,0.0,src/_pytest/skipping.py|testing/test_skipping.py,src/_pytest/skipping.py|testing/test_skipping.py|testing/test_terminal.py,,rep_4_remove_tests_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/rep_4_remove_tests_oracle_comparison.json,Remove-tests changed the visible patch/test target; oracle replay is the authoritative score.
remove_tests_patch_target_shift,scikit-learn/scikit-learn,scikit-learn__scikit-learn-26194,remove_tests,2,True,True,False,False,0,0,0,0,0,0,938401,1,0,0.0,sklearn/metrics/_ranking.py|sklearn/metrics/tests/test_ranking.py,sklearn/metrics/_ranking.py|sklearn/metrics/tests/test_common.py|sklearn/metrics/tests/test_ranking.py,,sklearn_remove_tests_rep_2_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/sklearn_remove_tests_rep_2_oracle_comparison.json,Remove-tests changed the visible patch/test target; oracle replay is the authoritative score.
remove_tests_patch_target_shift,sphinx-doc/sphinx,sphinx-doc__sphinx-10449,remove_tests,3,True,True,False,False,0,0,0,0,0,0,387849,1,2,-0.3333,sphinx/ext/autodoc/typehints.py|tests/test_ext_autodoc_configs.py|tox.ini,sphinx/ext/autodoc/typehints.py|tests/test_ext_autodoc.py|tests/test_ext_autodoc_configs.py|tox.ini,25.0,sphinx-doc_sphinx-10449_remove_tests_rep_3_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/sphinx-doc_sphinx-10449_remove_tests_rep_3_oracle_comparison.json,Remove-tests changed the visible patch/test target; oracle replay is the authoritative score.
remove_tests_patch_target_shift,sphinx-doc/sphinx,sphinx-doc__sphinx-9673,remove_tests,3,True,True,False,False,0,0,0,0,0,0,44501,1,5,-0.3889,setup.py|sphinx/ext/autodoc/typehints.py|tests/test_ext_autodoc_configs.py|tox.ini,setup.py|sphinx/ext/autodoc/typehints.py|tests/test_ext_autodoc.py|tests/test_ext_autodoc_configs.py|tox.ini,24.0,sphinx-doc_sphinx-9673_remove_tests_rep_3_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/sphinx-doc_sphinx-9673_remove_tests_rep_3_oracle_comparison.json,Remove-tests changed the visible patch/test target; oracle replay is the authoritative score.
remove_tests_patch_target_shift,pydata/xarray,pydata__xarray-3677,remove_tests,3,True,True,False,False,0,0,0,0,0,0,108563,1,1,-0.3,xarray/core/merge.py|xarray/tests/test_merge.py,xarray/core/merge.py|xarray/tests/test_dataset.py|xarray/tests/test_merge.py,366.0,pydata_xarray-3677_remove_tests_rep_3_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/pydata_xarray-3677_remove_tests_rep_3_oracle_comparison.json,Remove-tests changed the visible patch/test target; oracle replay is the authoritative score.
remove_tests_patch_target_shift,pydata/xarray,pydata__xarray-4966,remove_tests,3,True,True,False,False,0,0,0,0,0,0,-1508,1,1,-0.3,xarray/coding/variables.py|xarray/tests/test_coding.py,xarray/coding/variables.py|xarray/tests/test_coding.py|xarray/tests/test_conventions.py,11.0,pydata_xarray-4966_remove_tests_rep_3_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/pydata_xarray-4966_remove_tests_rep_3_oracle_comparison.json,Remove-tests changed the visible patch/test target; oracle replay is the authoritative score.
remove_tests_patch_target_shift,sympy/sympy,sympy__sympy-12096,remove_tests,3,True,True,False,False,0,0,0,0,0,0,138934,1,-2,-0.0857,sympy/core/function.py|sympy/core/tests/test_evalf.py,sympy/core/function.py|sympy/core/tests/test_evalf.py|sympy/utilities/tests/test_lambdify.py,0.0,sympy_sympy-12096_remove_tests_rep_3_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/sympy_sympy-12096_remove_tests_rep_3_oracle_comparison.json,Remove-tests changed the visible patch/test target; oracle replay is the authoritative score.
remove_tests_patch_target_shift,sympy/sympy,sympy__sympy-12419,remove_tests,3,True,True,False,False,0,0,0,0,0,0,176285,1,1,-0.6667000000000001,sympy/matrices/expressions/matexpr.py|sympy/matrices/expressions/tests/test_matexpr.py,sympy/matrices/expressions/matexpr.py|sympy/matrices/expressions/tests/test_indexing.py|sympy/matrices/expressions/tests/test_matexpr.py,0.0,sympy_sympy-12419_remove_tests_rep_3_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/sympy_sympy-12419_remove_tests_rep_3_oracle_comparison.json,Remove-tests changed the visible patch/test target; oracle replay is the authoritative score.
remove_tests_patch_target_shift,django/django,django__django-16502,remove_tests,3,False,False,False,True,1,1,0,0,0,0,428916,7,-1,-0.1332999999999999,django/core/servers/basehttp.py|tests/servers/test_basehttp.py,django/core/servers/basehttp.py|django/middleware/http.py|docs/_theme/djangodocs-epub/static/docicons-behindscenes.png|docs/_theme/djangodocs-epub/static/docicons-note.png|docs/_theme/djangodocs-epub/static/docicons-philosophy.png|docs/_theme/djangodocs-epub/static/docicons-warning.png|tests/middleware/tests.py|tests/servers/test_basehttp.py|tests/servers/tests.py,0.0,django_django-16502_remove_tests_rep_3_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/django_django-16502_remove_tests_rep_3_oracle_comparison.json,Clean already missed target; do not attribute degraded target failure to the degradation.
remove_tests_patch_target_shift,django/django,django__django-16527,remove_tests,3,True,True,False,False,0,0,0,0,0,0,390433,5,0,0.0,django/contrib/admin/templatetags/admin_modify.py|tests/admin_views/tests.py,django/contrib/admin/templatetags/admin_modify.py|docs/_theme/djangodocs-epub/static/docicons-behindscenes.png|docs/_theme/djangodocs-epub/static/docicons-note.png|docs/_theme/djangodocs-epub/static/docicons-philosophy.png|docs/_theme/djangodocs-epub/static/docicons-warning.png|tests/admin_views/test_templatetags.py|tests/admin_views/tests.py,0.0,django_django-16527_remove_tests_rep_3_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/django_django-16527_remove_tests_rep_3_oracle_comparison.json,Remove-tests changed the visible patch/test target; oracle replay is the authoritative score.
remove_tests_patch_target_shift,django/django,django__django-16631,remove_tests,3,True,True,False,False,0,0,0,0,0,0,-675973,5,-3,0.025,django/contrib/auth/__init__.py|django/contrib/auth/base_user.py|tests/auth_tests/test_basic.py,django/contrib/auth/__init__.py|django/contrib/auth/base_user.py|docs/_theme/djangodocs-epub/static/docicons-behindscenes.png|docs/_theme/djangodocs-epub/static/docicons-note.png|docs/_theme/djangodocs-epub/static/docicons-philosophy.png|docs/_theme/djangodocs-epub/static/docicons-warning.png|tests/auth_tests/test_auth_backends.py|tests/auth_tests/test_basic.py,0.0,django_django-16631_remove_tests_rep_3_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/django_django-16631_remove_tests_rep_3_oracle_comparison.json,Remove-tests changed the visible patch/test target; oracle replay is the authoritative score.
