comparison_file,instance_id,repo,condition,replication_index,clean_success,degraded_success,clean_fail_to_pass_failed_count,degraded_fail_to_pass_failed_count,clean_pass_to_pass_failed_count,degraded_pass_to_pass_failed_count,target_success_changed,fail_to_pass_failed_count_delta,pass_to_pass_failed_count_delta,clean_files_opened_before_first_edit,degraded_files_opened_before_first_edit,files_opened_before_first_edit_delta,clean_exploration_efficiency,degraded_exploration_efficiency,exploration_efficiency_delta,clean_total_tokens_corrected,degraded_total_tokens_corrected,total_tokens_corrected_delta,clean_input_tokens,degraded_input_tokens,clean_cached_input_tokens,degraded_cached_input_tokens,clean_output_tokens,degraded_output_tokens,clean_changed_file_count,degraded_changed_file_count,changed_file_count_delta,changed_file_overlap_count,clean_only_changed_file_count,degraded_only_changed_file_count,clean_changed_files,degraded_changed_files,clean_opened_files_before_first_edit,degraded_opened_files_before_first_edit,clean_dead_end_file_opens,degraded_dead_end_file_opens,dead_end_file_opens_delta
psf_requests-1921_naming_rep_0_oracle_comparison.json,psf__requests-1921,psf/requests,naming,0,True,False,0,1,0,4,True,1,4,3,3,0,0.3333,0.3333,0.0,397218,484799,87581,393855,480879,360192,437248,3363,3920,2,2,0,2,0,0,requests/sessions.py|test_requests.py,requests/sessions.py|test_requests.py,requests/sessions.py|requests/models.py|requests/structures.py,requests/sessions.py|requests/models.py|requests/api.py,2,2,0
psf_requests-1921_comments_docstrings_rep_2_oracle_comparison.json,psf__requests-1921,psf/requests,comments_docstrings,2,True,True,0,0,0,0,False,0,0,1,2,1,1.0,0.5,-0.5,537503,442013,-95490,533441,438001,470144,382592,4062,4012,2,2,0,2,0,0,requests/sessions.py|test_requests.py,requests/sessions.py|test_requests.py,requests/sessions.py,requests/sessions.py|requests/models.py,0,1,1
psf_requests-1921_remove_tests_rep_3_oracle_comparison.json,psf__requests-1921,psf/requests,remove_tests,3,True,True,0,0,0,0,False,0,0,2,2,0,0.5,0.5,0.0,714487,248814,-465673,708751,245824,667392,226304,5736,2990,2,2,0,2,0,0,requests/sessions.py|test_requests.py,requests/sessions.py|test_requests.py,requests/sessions.py|requests/structures.py,requests/sessions.py|requests/structures.py,1,1,0
psf_requests-1921_type_hints_rep_1_oracle_comparison.json,psf__requests-1921,psf/requests,type_hints,1,False,True,1,0,0,0,True,-1,0,2,1,-1,0.5,1.0,0.5,410095,377309,-32786,406544,374129,354048,330880,3551,3180,2,2,0,2,0,0,requests/sessions.py|test_requests.py,requests/sessions.py|test_requests.py,requests/sessions.py|requests/structures.py,requests/sessions.py,1,0,-1
matplotlib_matplotlib-20676_naming_rep_0_oracle_comparison.json,matplotlib__matplotlib-20676,matplotlib/matplotlib,naming,0,False,False,2,2,0,32,False,0,32,2,2,0,1.0,1.0,0.0,745818,1172686,426868,740665,1164639,630144,1080704,5153,8047,2,22,20,2,0,20,lib/matplotlib/tests/test_widgets.py|lib/matplotlib/widgets.py,examples/widgets/annotated_cursor.py|examples/widgets/lasso_selector_demo_sgskip.py|examples/widgets/polygon_selector_demo.py|examples/widgets/radio_buttons.py|examples/widgets/textbox.py|lib/matplotlib/artist.py|lib/matplotlib/backend_bases.py|lib/matplotlib/backend_managers.py|lib/matplotlib/cbook/__init__.py|lib/matplotlib/mpl-data/images/back-symbolic.svg|lib/matplotlib/mpl-data/images/filesave-symbolic.svg|lib/matplotlib/mpl-data/images/forward-symbolic.svg|lib/matplotlib/mpl-data/images/help-symbolic.svg|lib/matplotlib/mpl-data/images/home-symbolic.svg|lib/matplotlib/mpl-data/images/move-symbolic.svg|lib/matplotlib/mpl-data/images/subplots-symbolic.svg|lib/matplotlib/mpl-data/images/zoom_to_rect-symbolic.svg|lib/matplotlib/projections/polar.py|lib/matplotlib/tests/test_cbook.py|lib/matplotlib/tests/test_widgets.py|lib/matplotlib/widgets.py|lib/mpl_toolkits/mplot3d/axis3d.py,lib/matplotlib/widgets.py|lib/matplotlib/tests/test_widgets.py,lib/matplotlib/tests/test_widgets.py|lib/matplotlib/widgets.py,0,0,0
matplotlib_matplotlib-20676_comments_docstrings_rep_2_oracle_comparison.json,matplotlib__matplotlib-20676,matplotlib/matplotlib,comments_docstrings,2,False,False,2,2,0,0,False,0,0,3,2,-1,0.6667,1.0,0.3333,681943,1793861,1111918,677338,1786593,634112,1658624,4605,7268,2,10,8,2,0,8,lib/matplotlib/tests/test_widgets.py|lib/matplotlib/widgets.py,lib/matplotlib/mpl-data/images/back-symbolic.svg|lib/matplotlib/mpl-data/images/filesave-symbolic.svg|lib/matplotlib/mpl-data/images/forward-symbolic.svg|lib/matplotlib/mpl-data/images/help-symbolic.svg|lib/matplotlib/mpl-data/images/home-symbolic.svg|lib/matplotlib/mpl-data/images/move-symbolic.svg|lib/matplotlib/mpl-data/images/subplots-symbolic.svg|lib/matplotlib/mpl-data/images/zoom_to_rect-symbolic.svg|lib/matplotlib/tests/test_widgets.py|lib/matplotlib/widgets.py,lib/matplotlib/widgets.py|lib/matplotlib/tests/test_widgets.py|lib/matplotlib/axes/_axes.py,lib/matplotlib/tests/test_widgets.py|lib/matplotlib/widgets.py,1,0,-1
matplotlib_matplotlib-20676_remove_tests_rep_3_oracle_comparison.json,matplotlib__matplotlib-20676,matplotlib/matplotlib,remove_tests,3,False,False,2,2,0,0,False,0,0,5,2,-3,0.4,0.5,0.0999999999999999,891100,577719,-313381,884551,571888,823808,505472,6549,5831,2,10,8,2,0,8,lib/matplotlib/tests/test_widgets.py|lib/matplotlib/widgets.py,lib/matplotlib/mpl-data/images/back-symbolic.svg|lib/matplotlib/mpl-data/images/filesave-symbolic.svg|lib/matplotlib/mpl-data/images/forward-symbolic.svg|lib/matplotlib/mpl-data/images/help-symbolic.svg|lib/matplotlib/mpl-data/images/home-symbolic.svg|lib/matplotlib/mpl-data/images/move-symbolic.svg|lib/matplotlib/mpl-data/images/subplots-symbolic.svg|lib/matplotlib/mpl-data/images/zoom_to_rect-symbolic.svg|lib/matplotlib/tests/test_widgets.py|lib/matplotlib/widgets.py,lib/matplotlib/widgets.py|lib/matplotlib/tests/test_widgets.py|lib/matplotlib/axes/_axes.py|lib/matplotlib/axes/_base.py|lib/matplotlib/artist.py,lib/matplotlib/widgets.py|lib/matplotlib/axes/_base.py,3,1,-2
matplotlib_matplotlib-20676_type_hints_rep_1_oracle_comparison.json,matplotlib__matplotlib-20676,matplotlib/matplotlib,type_hints,1,False,False,2,2,0,0,False,0,0,4,4,0,0.5,0.5,0.0,778935,632267,-146668,773106,626404,723072,576768,5829,5863,2,10,8,2,0,8,lib/matplotlib/tests/test_widgets.py|lib/matplotlib/widgets.py,lib/matplotlib/mpl-data/images/back-symbolic.svg|lib/matplotlib/mpl-data/images/filesave-symbolic.svg|lib/matplotlib/mpl-data/images/forward-symbolic.svg|lib/matplotlib/mpl-data/images/help-symbolic.svg|lib/matplotlib/mpl-data/images/home-symbolic.svg|lib/matplotlib/mpl-data/images/move-symbolic.svg|lib/matplotlib/mpl-data/images/subplots-symbolic.svg|lib/matplotlib/mpl-data/images/zoom_to_rect-symbolic.svg|lib/matplotlib/tests/test_widgets.py|lib/matplotlib/widgets.py,lib/matplotlib/widgets.py|lib/matplotlib/tests/test_widgets.py|lib/matplotlib/axes/_axes.py|lib/matplotlib/axes/_base.py,lib/matplotlib/widgets.py|lib/matplotlib/tests/test_widgets.py|lib/matplotlib/axes/_axes.py|lib/matplotlib/axes/_base.py,2,2,0
matplotlib_matplotlib-23412_naming_rep_0_oracle_comparison.json,matplotlib__matplotlib-23412,matplotlib/matplotlib,naming,0,True,False,0,1,0,21,True,1,21,9,7,-2,0.2222,0.2857,0.0635,858611,2160998,1302387,853947,2151878,757504,2011648,4664,9120,2,36,34,2,0,34,lib/matplotlib/patches.py|lib/matplotlib/tests/test_patches.py,examples/event_handling/trifinder_event_demo.py|examples/pie_and_polar_charts/bar_of_pie.py|examples/shapes_and_collections/fancybox_demo.py|examples/text_labels_and_annotations/fancyarrow_demo.py|examples/user_interfaces/svg_tooltip_sgskip.py|lib/matplotlib/artist.py|lib/matplotlib/axes/_base.py|lib/matplotlib/collections.py|lib/matplotlib/contour.py|lib/matplotlib/figure.py|lib/matplotlib/image.py|lib/matplotlib/legend.py|lib/matplotlib/lines.py|lib/matplotlib/mpl-data/images/back-symbolic.svg|lib/matplotlib/mpl-data/images/filesave-symbolic.svg|lib/matplotlib/mpl-data/images/forward-symbolic.svg|lib/matplotlib/mpl-data/images/help-symbolic.svg|lib/matplotlib/mpl-data/images/home-symbolic.svg|lib/matplotlib/mpl-data/images/move-symbolic.svg|lib/matplotlib/mpl-data/images/subplots-symbolic.svg|lib/matplotlib/mpl-data/images/zoom_to_rect-symbolic.svg|lib/matplotlib/offsetbox.py|lib/matplotlib/patches.py|lib/matplotlib/projections/polar.py|lib/matplotlib/quiver.py|lib/matplotlib/spines.py|lib/matplotlib/table.py|lib/matplotlib/tests/test_arrow_patches.py|lib/matplotlib/tests/test_artist.py|lib/matplotlib/tests/test_patches.py|lib/matplotlib/tests/test_transforms.py|lib/matplotlib/text.py|lib/matplotlib/widgets.py|lib/mpl_toolkits/axisartist/axis_artist.py|lib/mpl_toolkits/axisartist/axisline_style.py|lib/mpl_toolkits/tests/test_axisartist_floating_axes.py,lib/matplotlib/patches.py|lib/matplotlib/tests/test_patches.py|doc/users/next_whats_new/README.rst|lib/matplotlib/backend_bases.py|lib/matplotlib/backends/backend_agg.py|lib/matplotlib/tests/test_axes.py|doc/users/next_whats_new/rectangle_patch_rotation.rst|doc/users/next_whats_new/modify_stairs_fill_edge_behaviour.rst|lib/matplotlib/lines.py,lib/matplotlib/patches.py|lib/matplotlib/tests/test_patches.py|lib/matplotlib/tests/test_axes.py|doc/users/next_whats_new/README.rst|doc/api/next_api_changes/README.rst|lib/matplotlib/backend_bases.py|lib/matplotlib/tests/test_backend_bases.py,7,5,-2
matplotlib_matplotlib-23412_type_hints_rep_1_oracle_comparison.json,matplotlib__matplotlib-23412,matplotlib/matplotlib,type_hints,1,True,True,0,0,0,0,False,0,0,7,6,-1,0.2857,0.3333,0.0475999999999999,793645,786997,-6648,789133,781916,735104,737408,4512,5081,2,10,8,2,0,8,lib/matplotlib/patches.py|lib/matplotlib/tests/test_patches.py,lib/matplotlib/mpl-data/images/back-symbolic.svg|lib/matplotlib/mpl-data/images/filesave-symbolic.svg|lib/matplotlib/mpl-data/images/forward-symbolic.svg|lib/matplotlib/mpl-data/images/help-symbolic.svg|lib/matplotlib/mpl-data/images/home-symbolic.svg|lib/matplotlib/mpl-data/images/move-symbolic.svg|lib/matplotlib/mpl-data/images/subplots-symbolic.svg|lib/matplotlib/mpl-data/images/zoom_to_rect-symbolic.svg|lib/matplotlib/patches.py|lib/matplotlib/tests/test_patches.py,lib/matplotlib/patches.py|lib/matplotlib/tests/test_patches.py|lib/matplotlib/patheffects.py|lib/matplotlib/lines.py|lib/matplotlib/backend_bases.py|doc/users/next_whats_new/README.rst|doc/users/next_whats_new/striped_lines.rst,lib/matplotlib/patches.py|lib/matplotlib/tests/test_axes.py|lib/matplotlib/tests/test_patches.py|lib/matplotlib/backend_bases.py|lib/matplotlib/lines.py|doc/api/next_api_changes/behavior/23371-AL.rst,5,4,-1
matplotlib_matplotlib-23412_comments_docstrings_rep_2_oracle_comparison.json,matplotlib__matplotlib-23412,matplotlib/matplotlib,comments_docstrings,2,True,True,0,0,0,0,False,0,0,7,8,1,0.2857,0.25,-0.0357,926710,945449,18739,921752,939158,821248,842112,4958,6291,2,10,8,2,0,8,lib/matplotlib/patches.py|lib/matplotlib/tests/test_patches.py,lib/matplotlib/mpl-data/images/back-symbolic.svg|lib/matplotlib/mpl-data/images/filesave-symbolic.svg|lib/matplotlib/mpl-data/images/forward-symbolic.svg|lib/matplotlib/mpl-data/images/help-symbolic.svg|lib/matplotlib/mpl-data/images/home-symbolic.svg|lib/matplotlib/mpl-data/images/move-symbolic.svg|lib/matplotlib/mpl-data/images/subplots-symbolic.svg|lib/matplotlib/mpl-data/images/zoom_to_rect-symbolic.svg|lib/matplotlib/patches.py|lib/matplotlib/tests/test_patches.py,lib/matplotlib/patches.py|lib/matplotlib/tests/test_patches.py|doc/users/next_whats_new/README.rst|doc/users/next_whats_new/striped_lines.rst|lib/matplotlib/backend_bases.py|lib/matplotlib/lines.py|lib/matplotlib/mpl-data/matplotlibrc,lib/matplotlib/patches.py|lib/matplotlib/tests/test_patches.py|doc/users/next_whats_new/README.rst|doc/users/next_whats_new/striped_lines.rst|lib/matplotlib/tests/test_axes.py|lib/matplotlib/backend_bases.py|lib/matplotlib/tests/test_backend_bases.py|lib/matplotlib/tests/test_agg.py,5,6,1
matplotlib_matplotlib-23412_remove_tests_rep_3_oracle_comparison.json,matplotlib__matplotlib-23412,matplotlib/matplotlib,remove_tests,3,True,True,0,0,0,0,False,0,0,3,8,5,0.6667,0.125,-0.5417,964624,1159409,194785,959511,1152317,872832,1015424,5113,7092,2,10,8,2,0,8,lib/matplotlib/patches.py|lib/matplotlib/tests/test_patches.py,lib/matplotlib/mpl-data/images/back-symbolic.svg|lib/matplotlib/mpl-data/images/filesave-symbolic.svg|lib/matplotlib/mpl-data/images/forward-symbolic.svg|lib/matplotlib/mpl-data/images/help-symbolic.svg|lib/matplotlib/mpl-data/images/home-symbolic.svg|lib/matplotlib/mpl-data/images/move-symbolic.svg|lib/matplotlib/mpl-data/images/subplots-symbolic.svg|lib/matplotlib/mpl-data/images/zoom_to_rect-symbolic.svg|lib/matplotlib/patches.py|lib/matplotlib/tests/test_patches.py,lib/matplotlib/patches.py|lib/matplotlib/tests/test_patches.py|doc/api/next_api_changes/behavior/23371-AL.rst,lib/matplotlib/patches.py|lib/matplotlib/backend_bases.py|lib/matplotlib/tests/test_axes.py|lib/matplotlib/tests/test_backend_bases.py|doc/users/next_whats_new/README.rst|lib/matplotlib/lines.py|lib/matplotlib/mpl-data/matplotlibrc|doc/users/next_whats_new/striped_lines.rst,1,7,6
matplotlib_matplotlib-26291_naming_rep_0_oracle_comparison.json,matplotlib__matplotlib-26291,matplotlib/matplotlib,naming,0,True,True,0,0,0,0,False,0,0,2,2,0,1.0,1.0,0.0,541663,831425,289762,538088,827238,454528,731904,3575,4187,2,10,8,2,0,8,lib/mpl_toolkits/axes_grid1/inset_locator.py|lib/mpl_toolkits/axes_grid1/tests/test_axes_grid1.py,lib/matplotlib/mpl-data/images/back-symbolic.svg|lib/matplotlib/mpl-data/images/filesave-symbolic.svg|lib/matplotlib/mpl-data/images/forward-symbolic.svg|lib/matplotlib/mpl-data/images/help-symbolic.svg|lib/matplotlib/mpl-data/images/home-symbolic.svg|lib/matplotlib/mpl-data/images/move-symbolic.svg|lib/matplotlib/mpl-data/images/subplots-symbolic.svg|lib/matplotlib/mpl-data/images/zoom_to_rect-symbolic.svg|lib/mpl_toolkits/axes_grid1/inset_locator.py|lib/mpl_toolkits/axes_grid1/tests/test_axes_grid1.py,lib/mpl_toolkits/axes_grid1/inset_locator.py|lib/mpl_toolkits/axes_grid1/tests/test_axes_grid1.py,lib/mpl_toolkits/axes_grid1/inset_locator.py|lib/mpl_toolkits/axes_grid1/tests/test_axes_grid1.py,0,0,0
matplotlib_matplotlib-26291_type_hints_rep_1_oracle_comparison.json,matplotlib__matplotlib-26291,matplotlib/matplotlib,type_hints,1,True,True,0,0,0,0,False,0,0,3,2,-1,0.6667,1.0,0.3333,402978,387208,-15770,399073,383987,330752,319104,3905,3221,2,10,8,2,0,8,lib/mpl_toolkits/axes_grid1/inset_locator.py|lib/mpl_toolkits/axes_grid1/tests/test_axes_grid1.py,lib/matplotlib/mpl-data/images/back-symbolic.svg|lib/matplotlib/mpl-data/images/filesave-symbolic.svg|lib/matplotlib/mpl-data/images/forward-symbolic.svg|lib/matplotlib/mpl-data/images/help-symbolic.svg|lib/matplotlib/mpl-data/images/home-symbolic.svg|lib/matplotlib/mpl-data/images/move-symbolic.svg|lib/matplotlib/mpl-data/images/subplots-symbolic.svg|lib/matplotlib/mpl-data/images/zoom_to_rect-symbolic.svg|lib/mpl_toolkits/axes_grid1/inset_locator.py|lib/mpl_toolkits/axes_grid1/tests/test_axes_grid1.py,lib/mpl_toolkits/axes_grid1/inset_locator.py|lib/mpl_toolkits/axes_grid1/tests/test_axes_grid1.py|lib/matplotlib/_tight_bbox.py,lib/mpl_toolkits/axes_grid1/inset_locator.py|lib/mpl_toolkits/axes_grid1/tests/test_axes_grid1.py,1,0,-1
matplotlib_matplotlib-26291_comments_docstrings_rep_2_oracle_comparison.json,matplotlib__matplotlib-26291,matplotlib/matplotlib,comments_docstrings,2,True,True,0,0,0,0,False,0,0,2,2,0,1.0,1.0,0.0,474112,474110,-2,470580,470856,420992,414848,3532,3254,2,10,8,2,0,8,lib/mpl_toolkits/axes_grid1/inset_locator.py|lib/mpl_toolkits/axes_grid1/tests/test_axes_grid1.py,lib/matplotlib/mpl-data/images/back-symbolic.svg|lib/matplotlib/mpl-data/images/filesave-symbolic.svg|lib/matplotlib/mpl-data/images/forward-symbolic.svg|lib/matplotlib/mpl-data/images/help-symbolic.svg|lib/matplotlib/mpl-data/images/home-symbolic.svg|lib/matplotlib/mpl-data/images/move-symbolic.svg|lib/matplotlib/mpl-data/images/subplots-symbolic.svg|lib/matplotlib/mpl-data/images/zoom_to_rect-symbolic.svg|lib/mpl_toolkits/axes_grid1/inset_locator.py|lib/mpl_toolkits/axes_grid1/tests/test_axes_grid1.py,lib/mpl_toolkits/axes_grid1/inset_locator.py|lib/mpl_toolkits/axes_grid1/tests/test_axes_grid1.py,lib/mpl_toolkits/axes_grid1/inset_locator.py|lib/mpl_toolkits/axes_grid1/tests/test_axes_grid1.py,0,0,0
matplotlib_matplotlib-26291_remove_tests_rep_3_oracle_comparison.json,matplotlib__matplotlib-26291,matplotlib/matplotlib,remove_tests,3,True,True,0,0,0,0,False,0,0,2,1,-1,1.0,1.0,0.0,297176,655803,358627,294188,651552,262912,595328,2988,4251,2,10,8,2,0,8,lib/mpl_toolkits/axes_grid1/inset_locator.py|lib/mpl_toolkits/axes_grid1/tests/test_axes_grid1.py,lib/matplotlib/mpl-data/images/back-symbolic.svg|lib/matplotlib/mpl-data/images/filesave-symbolic.svg|lib/matplotlib/mpl-data/images/forward-symbolic.svg|lib/matplotlib/mpl-data/images/help-symbolic.svg|lib/matplotlib/mpl-data/images/home-symbolic.svg|lib/matplotlib/mpl-data/images/move-symbolic.svg|lib/matplotlib/mpl-data/images/subplots-symbolic.svg|lib/matplotlib/mpl-data/images/zoom_to_rect-symbolic.svg|lib/mpl_toolkits/axes_grid1/inset_locator.py|lib/mpl_toolkits/axes_grid1/tests/test_axes_grid1.py,lib/mpl_toolkits/axes_grid1/inset_locator.py|lib/mpl_toolkits/axes_grid1/tests/test_axes_grid1.py,lib/mpl_toolkits/axes_grid1/inset_locator.py,0,0,0
pylint-dev_pylint-4970_naming_rep_0_oracle_comparison.json,pylint-dev__pylint-4970,pylint-dev/pylint,naming,0,False,False,1,1,0,0,False,0,0,4,6,2,0.5,0.3333,-0.1667,596106,1213297,617191,592076,1204522,491904,1146880,4030,8775,2,2,0,2,0,0,pylint/checkers/similar.py|tests/checkers/unittest_similar.py,pylint/checkers/similar.py|tests/checkers/unittest_similar.py,pylint/checkers/similar.py|tests/checkers/unittest_similar.py|tests/test_self.py|tests/checkers/conftest.py,pylint/checkers/similar.py|tests/checkers/unittest_similar.py|tests/lint/unittest_lint.py|tests/test_self.py|pylint/testutils/reporter_for_tests.py|tests/checkers/unittest_format.py,2,4,2
pylint-dev_pylint-4970_type_hints_rep_1_oracle_comparison.json,pylint-dev__pylint-4970,pylint-dev/pylint,type_hints,1,False,False,1,1,0,0,False,0,0,4,4,0,0.5,0.5,0.0,1076787,727993,-348794,1071300,723500,1006080,659712,5487,4493,2,2,0,2,0,0,pylint/checkers/similar.py|tests/checkers/unittest_similar.py,pylint/checkers/similar.py|tests/checkers/unittest_similar.py,pylint/checkers/similar.py|tests/checkers/unittest_similar.py|tests/test_self.py|pylint/testutils/reporter_for_tests.py,tests/checkers/unittest_similar.py|pylint/checkers/similar.py|pylint/testutils/reporter_for_tests.py|tests/lint/unittest_lint.py,2,2,0
pylint-dev_pylint-4970_comments_docstrings_rep_2_oracle_comparison.json,pylint-dev__pylint-4970,pylint-dev/pylint,comments_docstrings,2,False,False,1,1,0,0,False,0,0,5,7,2,0.4,0.2857,-0.1143,726542,1168688,442146,721777,1162243,622208,1056512,4765,6445,3,2,-1,2,1,0,pylint/checkers/similar.py|tests/checkers/unittest_similar.py|tests/test_self.py,pylint/checkers/similar.py|tests/checkers/unittest_similar.py,pylint/checkers/similar.py|tests/checkers/unittest_similar.py|tests/test_self.py|tests/lint/unittest_lint.py|tests/checkers/conftest.py,tests/checkers/unittest_similar.py|pylint/checkers/similar.py|.pilot-venv-py39/bin/python|tests/lint/unittest_lint.py|tests/test_self.py|pylint/testutils/reporter_for_tests.py|tests/checkers/conftest.py,3,5,2
pylint-dev_pylint-4970_remove_tests_rep_3_oracle_comparison.json,pylint-dev__pylint-4970,pylint-dev/pylint,remove_tests,3,False,False,1,1,0,0,False,0,0,3,2,-1,0.6667,0.5,-0.1666999999999999,826843,369739,-457104,822394,366737,761728,320384,4449,3002,2,3,1,2,0,1,pylint/checkers/similar.py|tests/test_self.py,pylint/checkers/similar.py|tests/checkers/unittest_similar.py|tests/test_self.py,pylint/checkers/similar.py|tests/checkers/unittest_similar.py|tests/test_self.py,pylint/checkers/similar.py|tests/test_self.py,1,1,0
pylint-dev_pylint-6903_naming_rep_0_oracle_comparison.json,pylint-dev__pylint-6903,pylint-dev/pylint,naming,0,True,True,0,0,0,0,False,0,0,3,4,1,0.6667,0.5,-0.1666999999999999,300170,457137,156967,296527,452638,229248,325120,3643,4499,1,4,3,1,0,3,pylint/lint/run.py,pylint/lint/run.py|tests/functional/s/symlink/_binding/__init__.py|tests/functional/s/symlink/_binding/symlink_module.py|tests/test_pylint_runners.py,pylint/lint/run.py|tests/test_pylint_runners.py|tests/config/test_config.py,pylint/lint/run.py|tests/test_pylint_runners.py|tests/lint/test_utils.py|tests/config/test_config.py,1,2,1
pylint-dev_pylint-6903_type_hints_rep_1_oracle_comparison.json,pylint-dev__pylint-6903,pylint-dev/pylint,type_hints,1,True,True,0,0,0,0,False,0,0,4,4,0,0.25,0.5,0.25,532456,498061,-34395,527210,492656,478592,463104,5246,5405,1,4,3,1,0,3,pylint/lint/run.py,pylint/lint/run.py|tests/functional/s/symlink/_binding/__init__.py|tests/functional/s/symlink/_binding/symlink_module.py|tests/test_pylint_runners.py,tests/config/test_config.py|pylint/lint/run.py|tests/test_self.py|.pilot-venv-py39/bin/python,pylint/lint/run.py|tests/config/test_config.py|tests/test_self.py|tests/test_pylint_runners.py,3,2,-1
pylint-dev_pylint-6903_comments_docstrings_rep_2_oracle_comparison.json,pylint-dev__pylint-6903,pylint-dev/pylint,comments_docstrings,2,True,True,0,0,0,0,False,0,0,5,4,-1,0.4,0.5,0.0999999999999999,426574,638537,211963,422366,631374,381440,580992,4208,7163,1,4,3,1,0,3,pylint/lint/run.py,pylint/lint/run.py|tests/functional/s/symlink/_binding/__init__.py|tests/functional/s/symlink/_binding/symlink_module.py|tests/test_pylint_runners.py,pylint/lint/run.py|tests/test_pylint_runners.py|tests/test_check_parallel.py|tests/lint/unittest_lint.py|pylint/lint/__init__.py,tests/test_pylint_runners.py|pylint/lint/run.py|tests/config/test_config.py|tests/conftest.py,3,2,-1
pylint-dev_pylint-6903_remove_tests_rep_3_oracle_comparison.json,pylint-dev__pylint-6903,pylint-dev/pylint,remove_tests,3,True,True,0,0,0,0,False,0,0,3,5,2,0.6667,0.2,-0.4666999999999999,668400,489210,-179190,662335,485245,562816,405888,6065,3965,2,4,2,1,1,3,pylint/lint/run.py|tests/config/test_config.py,pylint/lint/run.py|tests/functional/s/symlink/_binding/__init__.py|tests/functional/s/symlink/_binding/symlink_module.py|tests/test_pylint_runners.py,pylint/lint/run.py|tests/test_pylint_runners.py|tests/config/test_config.py,pylint/lint/run.py|tests/config/test_config.py|tests/test_self.py|tests/lint/test_utils.py|tests/conftest.py,1,4,3
pylint-dev_pylint-4604_naming_rep_0_oracle_comparison.json,pylint-dev__pylint-4604,pylint-dev/pylint,naming,0,False,False,21,21,0,0,False,0,0,4,5,1,0.25,0.2,-0.0499999999999999,599032,915659,316627,594110,910192,514816,850560,4922,5467,2,3,1,2,0,1,pylint/checkers/variables.py|tests/functional/u/unused/unused_typing_imports.py,pylint/checkers/variables.py|tests/checkers/unittest_variables.py|tests/functional/u/unused/unused_typing_imports.py,pylint/checkers/variables.py|tests/functional/u/unused/unused_typing_imports.py|tests/functional/u/unused/unused_typing_imports.rc|tests/test_functional.py,pylint/checkers/variables.py|tests/functional/u/unused/unused_typing_imports.py|tests/functional/u/unused/unused_import.py|tests/functional/u/unused/unused_import.txt|tests/test_functional.py,3,4,1
pylint-dev_pylint-4604_type_hints_rep_1_oracle_comparison.json,pylint-dev__pylint-4604,pylint-dev/pylint,type_hints,1,False,False,21,21,0,0,False,0,0,5,3,-2,0.4,0.3333,-0.0667,910022,366378,-543644,903520,362229,844032,324224,6502,4149,2,2,0,2,0,0,pylint/checkers/variables.py|tests/functional/u/unused/unused_typing_imports.py,pylint/checkers/variables.py|tests/functional/u/unused/unused_typing_imports.py,tests/functional/u/unused/unused_typing_imports.py|pylint/checkers/variables.py|tests/checkers/unittest_variables.py|tests/functional/u/unused/unused_typing_imports.rc|tests/test_functional.py,tests/functional/u/unused/unused_typing_imports.py|tests/functional/u/unused/unused_typing_imports.rc|pylint/checkers/variables.py,3,2,-1
pylint-dev_pylint-4604_comments_docstrings_rep_2_oracle_comparison.json,pylint-dev__pylint-4604,pylint-dev/pylint,comments_docstrings,2,False,False,21,21,0,0,False,0,0,2,3,1,0.5,0.3333,-0.1667,512551,546094,33543,508544,541551,460288,492032,4007,4543,2,4,2,2,0,2,pylint/checkers/variables.py|tests/functional/u/unused/unused_typing_imports.py,pylint/checkers/variables.py|pylint/constants.py|tests/checkers/unittest_variables.py|tests/functional/u/unused/unused_typing_imports.py,pylint/checkers/variables.py|tests/functional/u/unused/unused_typing_imports.py,pylint/checkers/variables.py|tests/functional/u/unused/unused_typing_imports.py|tests/functional/u/unused/unused_typing_imports.rc,1,2,1
pylint-dev_pylint-4604_remove_tests_rep_3_oracle_comparison.json,pylint-dev__pylint-4604,pylint-dev/pylint,remove_tests,3,False,False,21,21,0,0,False,0,0,4,3,-1,0.25,0.3333,0.0832999999999999,396669,441524,44855,392570,437634,365184,395776,4099,3890,2,3,1,2,0,1,pylint/checkers/variables.py|tests/functional/u/unused/unused_typing_imports.py,pylint/checkers/variables.py|tests/checkers/unittest_variables.py|tests/functional/u/unused/unused_typing_imports.py,pylint/checkers/variables.py|tests/functional/u/unused/unused_typing_imports.py|tests/functional/u/unused/unused_typing_imports.rc|tests/test_functional.py,pylint/checkers/variables.py|tests/functional/u/unused/unused_typing_imports.py|tests/functional/u/unused/unused_typing_imports.rc,3,2,-1
scikit-learn_scikit-learn-25232_type_hints_rep_1_oracle_comparison.json,scikit-learn__scikit-learn-25232,scikit-learn/scikit-learn,type_hints,1,True,True,0,0,0,0,False,0,0,2,3,1,1.0,0.6667,-0.3333,960574,953945,-6629,953360,946954,862208,856320,7214,6991,2,2,0,2,0,0,sklearn/impute/_iterative.py|sklearn/impute/tests/test_impute.py,sklearn/impute/_iterative.py|sklearn/impute/tests/test_impute.py,sklearn/impute/_iterative.py|sklearn/impute/tests/test_impute.py,sklearn/impute/_iterative.py|sklearn/impute/tests/test_impute.py|sklearn/impute/_base.py,0,1,1
